date,fremont_bridge,temperature_2m,precipitation,wind_speed_10m
2016-11-04,3318.0,10.633333333333333,0.0,9.820833333333335
2016-11-05,439.0,12.608333333333334,13.600000000000001,14.195833333333333
2016-11-06,1509.0,10.983333333333334,9.8,14.616666666666667
2016-11-07,3243.0,11.916666666666666,0.30000000000000004,12.308333333333332
2016-11-08,3947.0,13.145833333333334,0.0,13.2125
2016-11-09,2782.0,13.270833333333334,2.9,12.4125
2016-11-10,3480.0,10.858333333333334,0.0,7.1125
2016-11-11,2508.0,12.920833333333334,0.0,7.345833333333334
2016-11-12,881.0,12.745833333333332,6.2,17.783333333333335
2016-11-13,606.0,10.041666666666666,1.2000000000000002,14.204166666666666
2016-11-14,3084.0,10.799999999999999,16.900000000000002,11.3375
2016-11-15,2475.0,9.191666666666666,18.8,9.541666666666666
2016-11-16,2930.0,7.1499999999999995,7.7,9.666666666666666
2016-11-17,3057.0,6.6499999999999995,0.8,11.266666666666666
2016-11-18,2719.0,6.045833333333333,0.0,10.083333333333334
2016-11-19,839.0,8.225,4.3,13.975
2016-11-20,544.0,9.275,2.6,18.108333333333334
2016-11-21,2956.0,8.879166666666666,1.4,13.783333333333333
2016-11-22,2136.0,7.333333333333333,2.1,15.179166666666667
2016-11-23,1794.0,7.366666666666667,18.3,17.320833333333333
2016-11-24,179.0,7.033333333333334,18.3,24.7375
2016-11-25,967.0,7.3875,19.1,16.141666666666666
2016-11-26,428.0,8.020833333333334,9.9,11.808333333333332
2016-11-27,490.0,6.695833333333333,8.2,13.891666666666666
2016-11-28,2781.0,6.270833333333333,8.6,13.433333333333335
2016-11-29,3026.0,6.7625,0.4,8.566666666666666
2016-11-30,2391.0,6.8500000000000005,6.7,19.458333333333332
2016-12-01,2806.0,5.370833333333334,2.9000000000000004,9.441666666666666
2016-12-02,1732.0,6.891666666666667,5.6000000000000005,17.433333333333334
2016-12-03,847.0,6.604166666666667,8.5,14.3375
2016-12-04,916.0,5.395833333333333,15.4,8.495833333333334
2016-12-05,1513.0,2.5791666666666666,3.8000000000000003,13.270833333333334
2016-12-06,1972.0,0.6625,1.9000000000000001,7.825
2016-12-07,1940.0,-0.6666666666666666,0.0,7.508333333333333
2016-12-08,1604.0,-0.8708333333333335,0.0,12.5875
2016-12-09,566.0,0.3333333333333333,9.7,18.275000000000002
2016-12-10,421.0,2.7624999999999997,14.5,17.462500000000002
2016-12-11,456.0,4.245833333333334,5.9,21.849999999999998
2016-12-12,2008.0,3.658333333333333,5.0,12.875
2016-12-13,2274.0,1.925,1.8,9.3375
2016-12-14,2005.0,-0.5416666666666666,0.0,10.745833333333332
2016-12-15,1875.0,0.04166666666666663,0.0,6.7124999999999995
2016-12-16,1508.0,-0.37916666666666665,0.0,10.825000000000001
2016-12-17,518.0,-1.4749999999999999,0.0,6.554166666666666
2016-12-18,456.0,0.325,0.0,10.25
2016-12-19,1427.0,2.8874999999999997,12.1,21.058333333333334
2016-12-20,1830.0,6.070833333333333,18.1,17.008333333333333
2016-12-21,1998.0,4.1875,0.2,10.645833333333334
2016-12-22,1408.0,3.2375000000000003,0.2,12.945833333333333
2016-12-23,555.0,2.8874999999999997,18.900000000000002,6.408333333333334
2016-12-24,385.0,1.9791666666666667,1.8,4.3875
2016-12-25,260.0,1.3708333333333333,0.0,4.9375
2016-12-26,383.0,1.9708333333333332,0.1,11.1875
2016-12-27,1105.0,3.6625,12.9,20.099999999999998
2016-12-28,1472.0,3.6,1.7000000000000002,15.033333333333333
2016-12-29,1134.0,4.1375,2.1,14.154166666666667
2016-12-30,1091.0,3.7583333333333333,8.5,6.0874999999999995
2016-12-31,472.0,1.625,0.2,8.508333333333333
2017-01-01,326.0,2.058333333333333,9.9,11.408333333333333
2017-01-02,623.0,0.7999999999999999,0.0,13.112499999999999
2017-01-03,1736.0,-1.7166666666666668,0.0,12.283333333333333
2017-01-04,1808.0,-1.5791666666666666,0.0,17.554166666666667
2017-01-05,1777.0,-1.925,0.0,7.691666666666666
2017-01-06,1648.0,-0.7875,0.0,9.85
2017-01-07,538.0,-0.8541666666666666,0.0,8.508333333333333
2017-01-08,268.0,2.3958333333333335,4.1,9.741666666666667
2017-01-09,2014.0,4.091666666666667,6.0,17.741666666666667
2017-01-10,1820.0,2.0791666666666666,1.6,9.3125
2017-01-11,1873.0,0.7125,0.0,22.004166666666666
2017-01-12,1838.0,-1.1833333333333333,0.0,5.741666666666667
2017-01-13,1704.0,-1.2041666666666666,0.0,6.879166666666666
2017-01-14,731.0,-0.47500000000000003,0.0,6.441666666666666
2017-01-15,813.0,0.5875,0.0,6.6875
2017-01-16,1442.0,1.9000000000000001,0.0,7.375
2017-01-17,1745.0,5.1000000000000005,2.5,9.779166666666667
2017-01-18,1406.0,7.158333333333334,44.5,20.3875
2017-01-19,1945.0,7.175,17.200000000000003,20.783333333333335
2017-01-20,2220.0,5.254166666666666,1.4,10.608333333333333
2017-01-21,1363.0,5.716666666666666,1.4000000000000001,6.141666666666667
2017-01-22,433.0,5.883333333333333,6.3999999999999995,8.920833333333333
2017-01-23,2635.0,3.6125000000000003,0.0,8.8375
2017-01-24,2574.0,3.1166666666666667,0.0,4.941666666666666
